EmployeeID,Name,Gender,Age,Department,EducationLevel,EducationField,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,PerformanceRating,Attrition,TrainingTimesLastYear
10606,Employee_605,Female,42,Operations,Masters,Technical Degree,Analyst,206072,22,7,3,No,9
10607,Employee_606,Male,27,Marketing,PhD,Life Sciences,Analyst,100119,1,11,3,No,4
10608,Employee_607,Female,49,Marketing,Masters,Marketing,Assistant,215165,23,12,4,No,6
10609,Employee_608,Male,38,IT,PhD,Life Sciences,Analyst,135432,21,10,5,No,4
10610,Employee_609,Male,26,Operations,Masters,Technical Degree,Coordinator,207876,18,16,2,No,0
10611,Employee_610,Female,52,HR,Masters,Technical Degree,Assistant,114080,24,16,2,Yes,6
10612,Employee_611,Male,26,Marketing,Bachelors,Medical,Assistant,282791,4,3,4,Yes,7
10613,Employee_612,Female,59,Sales,High School,Technical Degree,Coordinator,107794,7,7,4,No,6
10614,Employee_613,Male,24,Finance,Bachelors,Medical,Assistant,154447,6,4,2,Yes,3
10615,Employee_614,Female,44,IT,Bachelors,Other,Assistant,150029,13,15,4,Yes,7
10616,Employee_615,Male,58,Finance,Masters,Medical,Executive,209830,23,3,5,No,4
10617,Employee_616,Female,58,Marketing,Masters,Medical,Manager,67643,22,14,5,No,9
10618,Employee_617,Male,31,Finance,Bachelors,Medical,Engineer,217921,2,11,4,Yes,8
10619,Employee_618,Female,31,IT,Masters,Medical,Engineer,189116,17,4,4,No,9
10620,Employee_619,Male,40,IT,PhD,Marketing,Coordinator,45997,15,15,4,Yes,4
10621,Employee_620,Male,38,Sales,Bachelors,Life Sciences,Manager,128605,22,13,3,No,0
10622,Employee_621,Male,42,Finance,PhD,Life Sciences,Engineer,255942,18,9,4,No,8
10623,Employee_622,Male,35,Sales,PhD,Medical,Engineer,175643,18,6,4,No,4
10624,Employee_623,Male,30,Finance,Masters,Life Sciences,Executive,138255,17,12,3,No,5
10625,Employee_624,Female,22,HR,High School,Technical Degree,Assistant,290298,19,19,4,No,3
10626,Employee_625,Female,34,Operations,High School,Technical Degree,Coordinator,88005,15,4,4,No,5
10627,Employee_626,Male,25,Sales,Masters,Medical,Coordinator,247322,7,2,5,No,7
10628,Employee_627,Male,22,Marketing,High School,Marketing,Manager,219784,27,14,4,Yes,2
10629,Employee_628,Male,53,Marketing,PhD,Medical,Manager,73541,0,3,3,No,4
10630,Employee_629,Female,55,Marketing,High School,Life Sciences,Engineer,53387,16,14,2,No,1
10631,Employee_630,Female,49,Operations,Bachelors,Human Resources,Assistant,209980,11,13,2,No,1
10632,Employee_631,Female,52,Sales,Bachelors,Medical,Executive,115457,29,19,2,No,6
10633,Employee_632,Male,29,Sales,PhD,Medical,Coordinator,174129,20,18,4,No,9
10634,Employee_633,Male,47,Sales,Masters,Life Sciences,Assistant,94028,10,12,5,Yes,9
10635,Employee_634,Male,55,HR,Bachelors,Technical Degree,Manager,149246,4,9,4,Yes,9
10636,Employee_635,Male,24,Finance,PhD,Marketing,Coordinator,185930,26,4,2,Yes,5
10637,Employee_636,Male,33,Marketing,High School,Marketing,Assistant,209761,11,19,3,No,3
10638,Employee_637,Male,22,HR,PhD,Life Sciences,Coordinator,74638,16,19,5,No,4
10639,Employee_638,Female,26,IT,High School,Marketing,Analyst,207558,5,5,5,No,0
10640,Employee_639,Male,51,IT,PhD,Human Resources,Engineer,50567,0,3,4,No,6
10641,Employee_640,Female,51,IT,Masters,Life Sciences,Engineer,87804,4,1,1,No,7
10642,Employee_641,Female,38,Finance,PhD,Life Sciences,Coordinator,33754,24,15,1,No,8
10643,Employee_642,Female,44,Operations,Masters,Marketing,Assistant,57044,27,17,4,No,7
10644,Employee_643,Male,36,HR,Masters,Medical,Analyst,97260,13,4,5,No,4
10645,Employee_644,Female,58,Marketing,High School,Technical Degree,Manager,96912,4,3,5,Yes,2
10646,Employee_645,Male,42,Operations,PhD,Technical Degree,Assistant,286695,21,12,3,No,9
10647,Employee_646,Female,35,Finance,PhD,Other,Analyst,38706,23,18,3,No,8
10648,Employee_647,Female,23,Operations,Bachelors,Human Resources,Manager,212684,26,1,4,No,5
10649,Employee_648,Male,32,Marketing,Masters,Technical Degree,Manager,59725,0,12,4,No,4
10650,Employee_649,Male,59,Sales,PhD,Medical,Coordinator,166998,29,10,4,No,2
10651,Employee_650,Male,55,IT,Bachelors,Human Resources,Executive,134555,17,3,4,No,5
10652,Employee_651,Male,59,Finance,PhD,Human Resources,Executive,291486,15,19,3,No,2
10653,Employee_652,Female,55,Sales,PhD,Human Resources,Analyst,86447,8,19,3,Yes,9
10654,Employee_653,Male,39,Sales,Bachelors,Technical Degree,Coordinator,190878,18,14,4,No,5
10655,Employee_654,Female,51,HR,Masters,Other,Coordinator,71321,21,3,4,No,3
10656,Employee_655,Male,36,IT,High School,Human Resources,Manager,283113,4,8,2,Yes,1
10657,Employee_656,Male,48,IT,Bachelors,Marketing,Coordinator,263103,26,6,5,No,7
10658,Employee_657,Female,55,Marketing,Masters,Life Sciences,Manager,85147,1,18,5,No,3
10659,Employee_658,Male,59,Finance,PhD,Human Resources,Engineer,121396,29,18,4,No,8
10660,Employee_659,Male,54,Operations,PhD,Other,Analyst,274839,14,5,4,Yes,6
10661,Employee_660,Female,45,Sales,PhD,Marketing,Engineer,51727,6,5,4,No,1
10662,Employee_661,Male,36,Finance,PhD,Marketing,Assistant,269423,3,19,2,No,3
10663,Employee_662,Female,51,Sales,Masters,Human Resources,Manager,125081,0,14,4,No,4
10664,Employee_663,Male,38,HR,Masters,Human Resources,Executive,271130,12,14,4,No,2
10665,Employee_664,Female,26,Operations,PhD,Marketing,Executive,98056,19,19,4,No,8
10666,Employee_665,Female,50,Operations,Masters,Medical,Engineer,164153,21,8,4,No,4
10667,Employee_666,Female,25,IT,Masters,Medical,Analyst,195268,6,3,3,Yes,1
10668,Employee_667,Male,31,Sales,PhD,Other,Engineer,197807,14,17,5,No,2
10669,Employee_668,Female,38,Sales,PhD,Technical Degree,Manager,265821,22,17,2,No,8
10670,Employee_669,Male,31,Operations,Bachelors,Other,Assistant,110102,13,4,5,No,6
10671,Employee_670,Male,38,Operations,High School,Marketing,Engineer,186570,22,19,4,No,1
10672,Employee_671,Female,41,Finance,Masters,Human Resources,Assistant,106865,18,10,4,No,8
10673,Employee_672,Female,45,Sales,High School,Technical Degree,Executive,192728,21,4,5,No,3
10674,Employee_673,Male,26,Operations,High School,Human Resources,Coordinator,97695,28,3,4,No,8
10675,Employee_674,Female,55,HR,Masters,Other,Executive,147235,23,11,4,No,1
10676,Employee_675,Female,27,Operations,Bachelors,Marketing,Assistant,138777,19,1,3,No,9
10677,Employee_676,Female,23,Finance,Bachelors,Life Sciences,Executive,49033,28,12,5,No,3
10678,Employee_677,Female,34,Marketing,Masters,Marketing,Engineer,171877,23,9,3,No,4
10679,Employee_678,Male,32,Marketing,High School,Marketing,Engineer,196923,17,8,5,No,1
10680,Employee_679,Male,44,IT,Masters,Marketing,Assistant,56832,9,9,3,No,9
10681,Employee_680,Female,37,Sales,Bachelors,Medical,Executive,224509,8,6,4,No,0
10682,Employee_681,Male,52,Sales,Bachelors,Human Resources,Executive,175016,24,3,4,No,6
10683,Employee_682,Male,32,HR,Masters,Technical Degree,Manager,70372,7,18,4,No,9
10684,Employee_683,Male,37,Operations,High School,Life Sciences,Executive,119464,25,9,1,Yes,0
10685,Employee_684,Male,29,IT,High School,Life Sciences,Executive,176451,29,2,5,No,7
10686,Employee_685,Male,25,Operations,Bachelors,Human Resources,Analyst,147322,28,18,2,No,2
10687,Employee_686,Female,25,HR,High School,Human Resources,Engineer,197823,9,1,4,No,9
10688,Employee_687,Male,46,Marketing,PhD,Medical,Manager,250894,16,19,3,No,5
10689,Employee_688,Male,24,Sales,Masters,Technical Degree,Executive,297254,1,9,5,No,6
10690,Employee_689,Female,53,Operations,Masters,Human Resources,Assistant,130483,5,1,4,No,9
10691,Employee_690,Female,24,Marketing,Bachelors,Technical Degree,Assistant,39596,25,1,5,No,0
10692,Employee_691,Male,48,Finance,Masters,Marketing,Analyst,264627,4,16,5,No,5
10693,Employee_692,Female,50,Operations,Bachelors,Marketing,Executive,137539,27,15,4,No,6
10694,Employee_693,Female,53,Sales,PhD,Technical Degree,Coordinator,48313,29,15,3,No,5
10695,Employee_694,Female,40,IT,Bachelors,Technical Degree,Executive,227621,8,13,4,No,3
10696,Employee_695,Female,42,Operations,High School,Other,Manager,144914,4,6,5,No,0
10697,Employee_696,Female,26,IT,High School,Marketing,Manager,53705,17,10,4,Yes,8
10698,Employee_697,Female,39,Marketing,High School,Marketing,Coordinator,228436,25,0,3,No,3
10699,Employee_698,Male,49,Operations,Masters,Human Resources,Coordinator,133892,19,10,4,No,6
10700,Employee_699,Female,43,IT,Bachelors,Technical Degree,Assistant,239717,8,3,3,No,6
10701,Employee_700,Female,42,Marketing,Masters,Human Resources,Analyst,294167,16,6,4,No,1
10702,Employee_701,Female,27,Sales,High School,Marketing,Manager,149654,26,14,3,No,0
10703,Employee_702,Female,22,HR,High School,Human Resources,Manager,220868,16,17,5,No,7
10704,Employee_703,Male,26,Operations,High School,Technical Degree,Manager,110073,11,11,3,Yes,7
10705,Employee_704,Male,33,IT,Bachelors,Medical,Manager,94429,6,16,2,Yes,6
10706,Employee_705,Male,47,IT,Bachelors,Technical Degree,Executive,134195,26,0,4,No,7
10707,Employee_706,Female,55,Operations,High School,Life Sciences,Manager,222699,2,10,4,No,2
10708,Employee_707,Female,35,IT,PhD,Other,Assistant,63848,9,0,4,Yes,1
10709,Employee_708,Male,47,Marketing,Masters,Technical Degree,Assistant,98099,1,14,5,No,6
10710,Employee_709,Male,48,Finance,PhD,Marketing,Analyst,99122,24,9,4,No,7
10711,Employee_710,Female,30,Sales,PhD,Technical Degree,Analyst,177159,2,6,4,No,0
10712,Employee_711,Female,47,Finance,PhD,Marketing,Manager,78868,15,1,2,Yes,9
10713,Employee_712,Female,43,Marketing,High School,Technical Degree,Assistant,149119,1,9,2,No,8
10714,Employee_713,Female,51,Marketing,Masters,Human Resources,Manager,298787,27,3,4,No,3
10715,Employee_714,Male,38,Sales,Bachelors,Medical,Assistant,139079,23,11,3,No,3
10716,Employee_715,Male,47,Sales,PhD,Other,Analyst,46029,9,18,2,No,2
10717,Employee_716,Male,57,Marketing,Masters,Life Sciences,Analyst,276353,5,10,3,No,5
10718,Employee_717,Male,22,Finance,Masters,Life Sciences,Executive,224718,21,7,4,No,0
10719,Employee_718,Male,29,Marketing,PhD,Human Resources,Manager,98926,25,17,4,Yes,5
10720,Employee_719,Male,56,HR,Masters,Human Resources,Coordinator,167069,10,10,1,Yes,1
10721,Employee_720,Male,36,Sales,Bachelors,Marketing,Analyst,72092,22,10,4,No,8
10722,Employee_721,Female,43,Sales,PhD,Marketing,Assistant,182889,6,12,4,No,1
10723,Employee_722,Female,35,HR,PhD,Technical Degree,Executive,198933,26,2,4,Yes,6
10724,Employee_723,Female,47,IT,Bachelors,Life Sciences,Engineer,43428,28,11,5,No,0
10725,Employee_724,Female,49,HR,Masters,Human Resources,Assistant,205006,14,2,2,Yes,6
10726,Employee_725,Female,44,Sales,Bachelors,Other,Analyst,276627,5,9,5,No,4
10727,Employee_726,Female,35,HR,PhD,Other,Coordinator,275439,19,16,3,No,7
10728,Employee_727,Male,45,IT,PhD,Technical Degree,Coordinator,171330,26,1,5,No,3
10729,Employee_728,Male,23,Finance,Bachelors,Life Sciences,Analyst,87775,8,16,5,No,9
10730,Employee_729,Female,47,IT,PhD,Life Sciences,Analyst,242652,21,15,2,No,6
10731,Employee_730,Male,35,Sales,Bachelors,Life Sciences,Engineer,297613,19,1,5,No,5
10732,Employee_731,Female,28,IT,High School,Technical Degree,Assistant,167328,11,19,2,No,4
10733,Employee_732,Female,24,Sales,PhD,Marketing,Coordinator,285158,18,5,1,Yes,3
10734,Employee_733,Male,44,Finance,High School,Technical Degree,Manager,106256,19,9,5,No,6
10735,Employee_734,Female,39,HR,Masters,Medical,Assistant,162723,2,9,4,No,4
10736,Employee_735,Female,59,IT,PhD,Human Resources,Manager,211360,14,7,4,No,4
10737,Employee_736,Male,56,HR,High School,Medical,Manager,272634,1,0,5,No,0
10738,Employee_737,Male,36,IT,PhD,Technical Degree,Analyst,63787,29,12,4,No,1
10739,Employee_738,Male,46,Sales,Masters,Other,Executive,51621,20,8,3,No,4
10740,Employee_739,Male,58,Operations,High School,Medical,Engineer,107984,1,9,1,No,2
10741,Employee_740,Female,49,Operations,High School,Other,Coordinator,60447,21,14,3,No,1
10742,Employee_741,Female,31,Operations,Masters,Marketing,Coordinator,158046,2,4,4,Yes,3
10743,Employee_742,Male,38,Finance,PhD,Other,Assistant,245002,5,15,4,Yes,3
10744,Employee_743,Female,43,HR,PhD,Marketing,Executive,191326,14,12,5,No,3
10745,Employee_744,Male,47,IT,Bachelors,Life Sciences,Assistant,146859,26,19,4,No,3
10746,Employee_745,Female,46,Sales,High School,Life Sciences,Coordinator,218490,9,17,3,Yes,2
10747,Employee_746,Female,38,HR,Masters,Other,Executive,33471,8,10,4,No,6
10748,Employee_747,Female,34,IT,Masters,Marketing,Engineer,268404,0,8,4,No,8
10749,Employee_748,Male,41,Sales,PhD,Life Sciences,Engineer,150312,15,15,4,No,4
10750,Employee_749,Male,46,IT,PhD,Medical,Executive,256876,5,1,4,No,3
10751,Employee_750,Male,25,IT,Masters,Marketing,Analyst,169401,8,1,5,No,1
10752,Employee_751,Female,31,IT,PhD,Technical Degree,Manager,195937,26,11,4,No,1
10753,Employee_752,Male,24,Sales,Masters,Life Sciences,Manager,76850,3,7,3,Yes,4
10754,Employee_753,Female,39,HR,High School,Human Resources,Manager,273306,26,8,4,No,6
10755,Employee_754,Female,57,HR,Bachelors,Human Resources,Manager,123808,27,11,3,No,9
10756,Employee_755,Female,43,Finance,Bachelors,Marketing,Coordinator,167469,1,8,2,No,9
10757,Employee_756,Female,55,Finance,High School,Other,Coordinator,258981,28,9,2,No,8
10758,Employee_757,Male,29,HR,High School,Other,Analyst,196597,3,1,4,No,6
10759,Employee_758,Male,40,Sales,PhD,Medical,Assistant,83072,0,15,4,No,4
10760,Employee_759,Male,58,HR,Masters,Human Resources,Assistant,251178,18,19,4,No,9
10761,Employee_760,Female,27,Operations,Masters,Marketing,Executive,113820,25,6,1,No,9
10762,Employee_761,Female,47,HR,High School,Medical,Assistant,53284,24,1,4,Yes,9
10763,Employee_762,Female,55,Finance,Bachelors,Marketing,Engineer,113369,9,0,4,No,5
10764,Employee_763,Male,27,Marketing,Bachelors,Marketing,Analyst,242978,20,18,3,No,2
10765,Employee_764,Female,58,HR,Masters,Technical Degree,Analyst,92812,14,3,4,No,4
10766,Employee_765,Female,54,IT,Bachelors,Technical Degree,Executive,163168,26,1,4,No,7
10767,Employee_766,Male,43,Marketing,High School,Marketing,Executive,274809,21,13,2,No,0
10768,Employee_767,Female,42,Operations,Masters,Medical,Manager,282164,18,1,4,No,0
10769,Employee_768,Male,27,Operations,Masters,Marketing,Manager,275317,15,14,4,No,6
10770,Employee_769,Female,27,Sales,Masters,Other,Manager,180787,20,11,3,No,4
10771,Employee_770,Female,25,HR,Masters,Other,Engineer,190381,26,4,4,Yes,4
10772,Employee_771,Male,51,Operations,PhD,Life Sciences,Coordinator,176150,23,19,2,No,0
10773,Employee_772,Male,32,HR,Masters,Other,Executive,35105,21,6,2,No,8
10774,Employee_773,Female,51,HR,Masters,Human Resources,Coordinator,294983,3,9,5,No,0
10775,Employee_774,Female,52,Operations,High School,Life Sciences,Assistant,98920,1,13,4,No,4
10776,Employee_775,Male,45,Operations,PhD,Life Sciences,Analyst,72821,29,13,2,No,9
10777,Employee_776,Female,30,HR,High School,Life Sciences,Assistant,155736,24,4,5,No,8
10778,Employee_777,Female,24,Marketing,PhD,Human Resources,Coordinator,47069,12,17,1,Yes,3
10779,Employee_778,Male,52,IT,Bachelors,Marketing,Manager,37531,27,13,4,No,7
10780,Employee_779,Male,58,Finance,High School,Marketing,Manager,168808,0,1,4,No,5
10781,Employee_780,Female,57,HR,PhD,Other,Assistant,168782,16,11,4,No,2
10782,Employee_781,Male,45,IT,Bachelors,Life Sciences,Engineer,97155,12,5,4,Yes,3
10783,Employee_782,Female,52,Marketing,Bachelors,Technical Degree,Coordinator,92424,3,3,4,Yes,1
10784,Employee_783,Female,27,IT,Masters,Marketing,Coordinator,162503,6,12,4,No,0
10785,Employee_784,Male,23,Sales,Bachelors,Marketing,Engineer,235675,16,3,4,No,7
10786,Employee_785,Female,41,Finance,Masters,Human Resources,Assistant,198553,8,13,4,No,0
10787,Employee_786,Female,49,Finance,High School,Technical Degree,Assistant,170629,3,15,2,Yes,0
10788,Employee_787,Male,32,Finance,Bachelors,Marketing,Analyst,161234,18,3,4,No,3
10789,Employee_788,Female,25,Marketing,PhD,Medical,Executive,49675,0,0,5,No,9
10790,Employee_789,Male,36,Finance,Masters,Technical Degree,Executive,103997,9,12,5,No,9
10791,Employee_790,Female,27,Operations,PhD,Technical Degree,Assistant,178087,3,3,2,Yes,5
10792,Employee_791,Female,51,IT,High School,Marketing,Assistant,261390,8,19,4,No,8
10793,Employee_792,Female,59,Marketing,Masters,Marketing,Engineer,170905,12,17,2,No,0
10794,Employee_793,Female,23,IT,PhD,Medical,Engineer,281435,13,5,4,No,6
10795,Employee_794,Male,36,HR,PhD,Technical Degree,Executive,71800,9,2,4,Yes,9
10796,Employee_795,Female,32,Marketing,Masters,Technical Degree,Engineer,126044,5,12,2,No,4
10797,Employee_796,Male,29,Marketing,Bachelors,Other,Assistant,297491,15,15,2,Yes,7
10798,Employee_797,Female,47,Marketing,PhD,Medical,Executive,220135,5,4,3,No,6
10799,Employee_798,Female,26,IT,Masters,Technical Degree,Analyst,163715,16,3,2,No,3
10800,Employee_799,Female,27,IT,Masters,Marketing,Manager,47073,9,7,4,No,3
10801,Employee_800,Male,47,Finance,High School,Technical Degree,Coordinator,60682,17,18,5,No,5
10802,Employee_801,Male,25,HR,High School,Marketing,Executive,258870,26,13,1,No,5
10803,Employee_802,Female,40,Finance,Masters,Other,Executive,257966,21,6,5,No,8
10804,Employee_803,Female,41,Marketing,Masters,Technical Degree,Executive,145359,17,13,4,No,4
10805,Employee_804,Male,54,Marketing,PhD,Human Resources,Coordinator,96707,2,5,3,No,7
10806,Employee_805,Male,41,Sales,Bachelors,Life Sciences,Executive,281351,19,11,4,Yes,4
10807,Employee_806,Female,33,Operations,Masters,Marketing,Engineer,268511,26,15,3,No,1
10808,Employee_807,Male,22,IT,PhD,Human Resources,Manager,265718,20,16,5,No,5
10809,Employee_808,Female,47,IT,Bachelors,Life Sciences,Analyst,95428,24,12,1,Yes,8
10810,Employee_809,Female,35,Finance,Bachelors,Human Resources,Analyst,80601,27,13,3,Yes,2
10811,Employee_810,Male,59,Operations,Masters,Other,Executive,141487,14,6,5,No,0
10812,Employee_811,Male,58,Marketing,Masters,Other,Analyst,183741,14,13,4,Yes,0
10813,Employee_812,Male,32,Finance,High School,Human Resources,Analyst,281924,3,14,4,Yes,2
10814,Employee_813,Female,57,Marketing,High School,Marketing,Coordinator,289153,28,11,4,No,9
10815,Employee_814,Female,34,IT,PhD,Life Sciences,Executive,279430,26,16,4,No,4
10816,Employee_815,Male,24,Operations,High School,Other,Assistant,152788,8,8,4,No,2
10817,Employee_816,Female,54,Finance,High School,Life Sciences,Coordinator,127239,26,14,4,No,8
10818,Employee_817,Male,27,Finance,PhD,Marketing,Assistant,56928,25,11,4,Yes,7
10819,Employee_818,Female,31,Sales,PhD,Human Resources,Manager,92292,18,1,5,Yes,2
10820,Employee_819,Female,26,Marketing,PhD,Other,Analyst,59055,23,4,3,No,8
10821,Employee_820,Female,44,Finance,PhD,Life Sciences,Engineer,111912,27,12,4,No,5
10822,Employee_821,Male,31,IT,PhD,Technical Degree,Coordinator,167660,16,19,3,No,6
10823,Employee_822,Female,23,Finance,Bachelors,Human Resources,Engineer,298448,10,7,2,No,3
10824,Employee_823,Female,34,Sales,Masters,Medical,Engineer,37345,24,13,5,No,3
10825,Employee_824,Female,23,Operations,Bachelors,Life Sciences,Engineer,190372,8,14,3,No,1
10826,Employee_825,Male,41,Marketing,High School,Marketing,Engineer,121006,9,10,3,No,4
10827,Employee_826,Male,22,IT,High School,Human Resources,Engineer,159350,17,0,3,No,7
10828,Employee_827,Female,58,Marketing,Masters,Marketing,Coordinator,194437,19,2,5,No,6
10829,Employee_828,Female,30,Operations,Bachelors,Technical Degree,Assistant,294480,12,16,5,No,6
10830,Employee_829,Female,38,IT,Bachelors,Marketing,Analyst,236487,7,18,4,No,5
10831,Employee_830,Female,30,Sales,High School,Human Resources,Engineer,127852,6,13,3,Yes,2
10832,Employee_831,Male,32,HR,Masters,Marketing,Engineer,168593,16,7,3,No,4
10833,Employee_832,Female,36,Finance,High School,Other,Manager,232779,20,12,2,No,0
10834,Employee_833,Male,45,Finance,Masters,Human Resources,Analyst,184553,22,19,4,Yes,6
10835,Employee_834,Female,59,Finance,PhD,Medical,Assistant,207832,14,2,2,No,8
10836,Employee_835,Male,56,Finance,Bachelors,Life Sciences,Manager,75232,19,4,3,No,0
10837,Employee_836,Female,51,IT,Bachelors,Other,Executive,289013,14,8,3,No,1
10838,Employee_837,Male,52,IT,Masters,Human Resources,Coordinator,239093,0,5,5,No,2
10839,Employee_838,Male,26,Marketing,Bachelors,Human Resources,Analyst,209017,24,1,3,No,2
10840,Employee_839,Female,35,Finance,Masters,Technical Degree,Analyst,43140,13,12,2,No,7
10841,Employee_840,Male,32,Finance,Masters,Life Sciences,Manager,113457,4,4,3,No,6
10842,Employee_841,Female,30,IT,Bachelors,Marketing,Manager,44357,10,7,3,No,5
10843,Employee_842,Female,55,Sales,Bachelors,Medical,Coordinator,141672,15,0,4,No,9
10844,Employee_843,Female,33,Sales,Bachelors,Life Sciences,Executive,151673,1,19,4,No,9
10845,Employee_844,Female,56,IT,High School,Other,Manager,95633,7,11,2,Yes,3
10846,Employee_845,Female,56,Operations,High School,Human Resources,Engineer,238015,10,10,4,No,8
10847,Employee_846,Male,22,Sales,High School,Technical Degree,Coordinator,126111,28,6,5,No,0
10848,Employee_847,Male,43,Operations,Masters,Medical,Manager,99286,17,14,4,Yes,1
10849,Employee_848,Female,50,Sales,Bachelors,Life Sciences,Manager,123269,2,10,3,No,3
10850,Employee_849,Female,29,HR,PhD,Technical Degree,Executive,288635,29,15,3,No,2
10851,Employee_850,Female,32,IT,High School,Other,Assistant,104071,25,2,4,Yes,0
10852,Employee_851,Male,58,HR,Masters,Medical,Manager,251095,0,19,5,No,4
10853,Employee_852,Male,35,IT,PhD,Life Sciences,Analyst,60651,10,13,4,No,6
10854,Employee_853,Female,51,IT,Bachelors,Medical,Analyst,100202,15,2,3,No,1
10855,Employee_854,Female,56,IT,Bachelors,Other,Executive,78777,17,0,2,No,4
10856,Employee_855,Female,42,Marketing,Bachelors,Life Sciences,Executive,178066,29,14,5,Yes,5
10857,Employee_856,Female,58,HR,Masters,Life Sciences,Manager,220706,15,0,3,No,6
10858,Employee_857,Male,26,HR,High School,Medical,Coordinator,130158,22,16,1,No,0
10859,Employee_858,Male,40,Marketing,Masters,Technical Degree,Analyst,269647,9,1,4,No,6
10860,Employee_859,Female,35,Sales,PhD,Life Sciences,Manager,173891,17,19,2,No,3
10861,Employee_860,Female,47,Operations,PhD,Marketing,Engineer,235977,5,5,2,No,7
10862,Employee_861,Male,25,Finance,High School,Human Resources,Assistant,93870,18,7,2,No,3
10863,Employee_862,Female,46,Marketing,Masters,Medical,Engineer,39283,3,15,4,No,5
10864,Employee_863,Female,46,Sales,Bachelors,Human Resources,Engineer,191645,26,18,2,No,8
10865,Employee_864,Male,39,Operations,PhD,Marketing,Coordinator,35774,12,0,4,No,4
10866,Employee_865,Female,29,HR,High School,Human Resources,Executive,233127,23,2,3,No,3
10867,Employee_866,Male,35,HR,High School,Other,Executive,172055,13,2,3,No,7
10868,Employee_867,Male,53,Sales,High School,Marketing,Coordinator,126468,2,4,3,No,8
10869,Employee_868,Male,59,Finance,Masters,Life Sciences,Manager,30781,9,11,5,Yes,3
10870,Employee_869,Female,54,Operations,High School,Life Sciences,Manager,144586,5,11,3,No,2
10871,Employee_870,Female,44,HR,Masters,Other,Assistant,36823,0,19,1,No,7
10872,Employee_871,Female,36,IT,Bachelors,Life Sciences,Engineer,48489,22,12,3,No,4
10873,Employee_872,Male,54,HR,Masters,Marketing,Coordinator,201033,23,19,5,No,1
10874,Employee_873,Male,46,Finance,PhD,Other,Engineer,130417,26,8,3,No,9
10875,Employee_874,Female,38,IT,Masters,Human Resources,Manager,111816,13,6,2,No,8
10876,Employee_875,Female,54,Sales,Masters,Medical,Manager,183335,7,3,5,No,2
10877,Employee_876,Male,23,Finance,PhD,Marketing,Assistant,181426,18,18,2,No,1
10878,Employee_877,Female,35,HR,Bachelors,Technical Degree,Coordinator,204023,13,18,4,No,0
10879,Employee_878,Male,27,Finance,PhD,Medical,Coordinator,53648,9,5,3,No,7
10880,Employee_879,Male,27,IT,Bachelors,Human Resources,Manager,71971,16,12,5,No,2
10881,Employee_880,Male,24,Marketing,High School,Marketing,Analyst,48658,8,10,4,No,6
10882,Employee_881,Male,28,HR,PhD,Technical Degree,Executive,51253,28,12,4,No,0
10883,Employee_882,Male,29,Marketing,Masters,Human Resources,Assistant,209635,5,12,4,No,0
10884,Employee_883,Female,36,Marketing,Bachelors,Life Sciences,Engineer,187462,10,19,5,No,8
10885,Employee_884,Female,50,Sales,Bachelors,Medical,Manager,212650,24,14,4,No,7
10886,Employee_885,Female,54,Sales,Masters,Marketing,Assistant,240097,6,12,4,No,2
10887,Employee_886,Male,51,Operations,Bachelors,Medical,Executive,133850,16,10,5,No,5
10888,Employee_887,Male,48,HR,Masters,Human Resources,Manager,167924,27,18,2,No,2
10889,Employee_888,Male,57,HR,Masters,Human Resources,Coordinator,256058,27,7,5,Yes,3
10890,Employee_889,Female,50,IT,PhD,Technical Degree,Executive,163623,0,19,3,No,0
10891,Employee_890,Female,59,HR,PhD,Marketing,Executive,91001,21,7,3,No,4
10892,Employee_891,Male,54,Operations,Masters,Human Resources,Engineer,210231,4,9,4,No,0
10893,Employee_892,Male,58,Finance,High School,Marketing,Analyst,152775,8,15,5,No,0
10894,Employee_893,Female,48,Finance,Masters,Life Sciences,Engineer,63243,17,18,4,No,9
10895,Employee_894,Male,54,Finance,Bachelors,Other,Executive,182872,23,10,4,Yes,6
10896,Employee_895,Male,25,Finance,High School,Life Sciences,Assistant,291716,26,12,5,No,5
10897,Employee_896,Male,43,Finance,PhD,Other,Manager,298854,20,8,4,Yes,1
10898,Employee_897,Male,23,IT,Masters,Marketing,Executive,201918,1,19,2,Yes,1
10899,Employee_898,Female,31,Operations,PhD,Human Resources,Engineer,249055,28,18,1,Yes,6
10900,Employee_899,Female,26,Finance,Masters,Other,Executive,240129,25,15,4,No,0
10901,Employee_900,Female,31,Marketing,Bachelors,Human Resources,Assistant,238139,10,6,2,No,1
10902,Employee_901,Male,54,Marketing,Bachelors,Life Sciences,Manager,110257,26,18,2,No,7
10903,Employee_902,Female,59,HR,High School,Other,Engineer,36530,27,11,3,No,5
10904,Employee_903,Female,34,Finance,Bachelors,Technical Degree,Executive,95794,5,14,4,No,1
10905,Employee_904,Male,52,Sales,High School,Other,Analyst,240545,25,13,1,No,6
10906,Employee_905,Female,57,Sales,Bachelors,Marketing,Engineer,162970,7,10,4,No,3
10907,Employee_906,Female,45,Sales,High School,Other,Executive,34135,3,9,5,No,1
10908,Employee_907,Female,36,HR,High School,Other,Executive,280870,17,10,4,Yes,5
10909,Employee_908,Male,50,HR,PhD,Marketing,Executive,119087,27,5,3,No,8
